"Modelo","R2_Efron","R2_correlacion","AIC_condicional_aprox","DIC","WAIC","LPML","ROC_AUC_presencia","Moran_I_residuos","Moran_p_valor","Size_NB","Lambda_Leroux","Lambda_q025","Lambda_q975","Precision_Leroux"
"Binomial negativa Leroux",0.962622391946569,0.966056159381271,658.264462866331,751.147995702924,734.345627339421,-1967.47041120507,0.991735537190083,-0.10804015659784,0.968,5093.70163610742,0.697523430651247,0.349916082336203,0.932347685333203,0.36834193135053
