Kernel,Fold,AUC_cal,AUC_val,Gap_AUC,AP_cal,AP_val,Gap_AP,Accuracy_cal,Accuracy_val,Gap_Accuracy,Precision_cal,Precision_val,Gap_Precision,Sensibilidad_cal,Sensibilidad_val,Gap_Sensibilidad,Especificidad_cal,Especificidad_val,Gap_Especificidad,F1_cal,F1_val,Gap_F1,R2_cal,R2_val,Gap_R2,MAE_cal,MAE_val,Gap_MAE,RMSE_cal,RMSE_val,Gap_RMSE,Brier_cal,Brier_val,Gap_Brier,LogLoss_cal,LogLoss_val,Gap_LogLoss
Rational Quadratic,11,0.998312990171164,0.9676915385576803,0.03062145161348373,0.9980946486229638,0.9695240099769422,0.028570638646021607,0.9856648541769649,0.9169960474308301,0.06866880674613485,0.9833496571988247,0.9076923076923077,0.07565734950651704,0.9881889763779528,0.9291338582677166,0.05905511811023623,0.9831181727904668,0.9047619047619048,0.07835626802856199,0.9857633775159549,0.9182879377431906,0.06747543977276427,0.8626050242889907,0.7067764002020092,0.1558286240869815,0.15117510469885895,0.20211471297903383,0.05093960828017488,0.18533230719931837,0.2707485082246269,0.08541620102530856,0.03434806409182251,0.07330475470586088,0.03895669061403837,0.17431232606681277,0.27031479882470416,0.0960024727578914
Rational Quadratic,12,0.9984947884493585,0.9633639545056868,0.03513083394367167,0.9983973881067386,0.9653226723449335,0.033074715761805096,0.9846762234305487,0.9011857707509882,0.08349045267956057,0.9814271749755621,0.8834586466165414,0.0979685283590207,0.9881889763779528,0.9251968503937008,0.06299212598425197,0.9811320754716981,0.876984126984127,0.10414794848757114,0.984796468857283,0.9038461538461539,0.08095031501112915,0.8632610768800297,0.6749867237425988,0.1882743531374309,0.14987378791589193,0.21328914462961213,0.0634153567137202,0.18488930253056193,0.2850474515931513,0.10015814906258938,0.03418405419023765,0.08125204965974994,0.04706799546951229,0.17290144695599483,0.2880636232391876,0.11516217628319278
Rational Quadratic,13,0.9982738937672513,0.9559898762654667,0.042284017501784565,0.9980814832443946,0.9575924116859481,0.0404890715584465,0.9846762234305487,0.8992094861660079,0.08546673726454079,0.9833169774288518,0.8830188679245283,0.1002981095043235,0.9862204724409449,0.9212598425196851,0.06496062992125984,0.9831181727904668,0.876984126984127,0.10613404580633978,0.9847665847665847,0.9017341040462428,0.08303248072034197,0.8651245987189055,0.661137100511703,0.2039874982072024,0.14885005595289694,0.21416463617902884,0.0653145802261319,0.18362511525197361,0.29105738502053147,0.10743226976855785,0.03371818295130059,0.08471440137498988,0.05099621842368929,0.17174568547654,0.2966723874661456,0.12492670198960559
Rational Quadratic,14,0.9986150098913903,0.9626609173853269,0.035954092506063406,0.9986416034228184,0.9665813377676926,0.032060265655125764,0.9876421156697973,0.9051383399209486,0.0825037757488487,0.9853085210577864,0.8992248062015504,0.086083714856236,0.9901574803149606,0.9133858267716536,0.07677165354330706,0.9851042701092354,0.8968253968253969,0.08827887328383854,0.9877270495827197,0.90625,0.08147704958271973,0.8643223766591301,0.6760686760067465,0.18825370065238367,0.14985075596508068,0.21565772101594585,0.06580696505086517,0.18417039527789753,0.28457260201835105,0.10040220674045353,0.033918734496817024,0.08098156581949481,0.04706283132267779,0.17257774521330022,0.28887545071356113,0.11629770550026092
Rational Quadratic,15,0.9985031167979003,0.9646924114565362,0.0338107053413641,0.9983078325880756,0.969501309408704,0.0288065231793716,0.9871541501976284,0.904950495049505,0.08220365514812344,0.9881656804733728,0.8872180451127819,0.10094763536059093,0.9862204724409449,0.9291338582677166,0.057086614173228356,0.9880952380952381,0.8804780876494024,0.10761715044583575,0.987192118226601,0.9076923076923077,0.07949981053429334,0.8650446615731366,0.686457024576405,0.17858763699673164,0.15041131373393404,0.21076081086879728,0.060349497134863234,0.18367990502923245,0.2799696011559784,0.09628969612674596,0.033738307511547855,0.07838297757143763,0.04464467005988977,0.17304085153615295,0.28329064319534997,0.11024979165919702
Rational Quadratic,16,0.998481104707989,0.9682852143482065,0.03019589035978254,0.9983295054318951,0.9683527393573793,0.029976766074515826,0.986159169550173,0.9150197628458498,0.07113940670432317,0.984313725490196,0.9137254901960784,0.07058823529411762,0.9881889763779528,0.9173228346456693,0.07086614173228345,0.9841112214498511,0.9126984126984127,0.0714128087514384,0.9862475442043221,0.9155206286836935,0.0707269155206286,0.8619772839864055,0.701254526479757,0.16072275750664855,0.151769196689926,0.20329740355591458,0.05152820686598858,0.18575520466835982,0.27328593372077814,0.08753072905241832,0.03450499606138425,0.07468520156963755,0.040180205508253304,0.1748743372099332,0.2711735572529919,0.09629922004305871
Rational Quadratic,17,0.9989952224194419,0.9491782277215348,0.049816994697907124,0.9989660119363275,0.9533259715701108,0.045640040366216716,0.9871478002965892,0.8952569169960475,0.09189088330054174,0.9843444227005871,0.8850574712643678,0.09928695143621924,0.9901574803149606,0.9094488188976378,0.0807086614173228,0.9841112214498511,0.8809523809523809,0.10315884049747015,0.9872423945044161,0.8970873786407767,0.09015501586363939,0.86920256700924,0.6396608004048014,0.2295417666044386,0.14729338669816835,0.22324374091423774,0.07595035421606938,0.1808278492286793,0.3001389553552048,0.11931110612652548,0.03269871105666998,0.09008339252171361,0.057384681465043635,0.16889925413689452,0.31295672865502727,0.14405747451813275
Rational Quadratic,18,0.9984742628373041,0.950053118360205,0.04842114447709911,0.9983131327862559,0.9526551825471451,0.04565795023911079,0.986159169550173,0.8913043478260869,0.0948548217240861,0.9862204724409449,0.8871595330739299,0.09906093936701499,0.9862204724409449,0.8976377952755905,0.0885826771653544,0.9860973187686196,0.8849206349206349,0.10117668384798473,0.9862204724409449,0.8923679060665362,0.09385256637440875,0.8685527869707403,0.6621686551822794,0.20638413178846093,0.14761687581418262,0.20723312660605978,0.05961625079187716,0.18127645421056987,0.29061403396307217,0.1093375797525023,0.03286115285115683,0.08445651673628965,0.05159536388513282,0.16970124680812804,0.29748778989364205,0.12778654308551401
Rational Quadratic,19,0.9982338199532406,0.9644575678040245,0.03377625214921609,0.9980460634569842,0.9695885309739087,0.028457532483075476,0.9836875926841325,0.8873517786561265,0.09633581402800606,0.9804496578690127,0.8832684824902723,0.09718117537874038,0.9872047244094488,0.8937007874015748,0.09350393700787407,0.9801390268123138,0.8809523809523809,0.09918664585993286,0.9838155958803335,0.8884540117416829,0.09536158413865059,0.8627303318144501,0.6760468003878164,0.18668353142663374,0.15079603940803735,0.21585177282598408,0.06505573341794674,0.1852477741579757,0.2845822106857484,0.09933443652777271,0.03431673783048437,0.0809870346387877,0.046670296808303334,0.17409803084279965,0.2863818619136814,0.11228383107088177
Rational Quadratic,20,0.9981242579052618,0.9678137842331461,0.0303104736721157,0.9980165649265554,0.9723341821852041,0.025682382741351373,0.9846837944664032,0.9188118811881189,0.06587191327828434,0.9814271749755621,0.9080459770114943,0.07338119796406783,0.9881889763779528,0.9330708661417323,0.055118110236220486,0.9811507936507936,0.9043824701195219,0.07676832353127172,0.984796468857283,0.920388349514563,0.06440811934271995,0.8601724775282548,0.7044632751708266,0.15570920235742813,0.15167397664886917,0.20726575317469328,0.055591776525824116,0.18696613194232642,0.2718116513064499,0.08484551936412349,0.03495633449347541,0.07388157378593913,0.03892523929246371,0.17544237122614617,0.2738834606923556,0.09844108946620941
