Metrica,Valor
R2_Efron,0.7167604518903137
R2_correlacion,0.7746511550735544
RMSE,4.899779309423435
MAE,3.2642153779678247
Sesgo_simulado_menos_observado,1.1636786290702414
Moran_I,-0.07595871243227831
Moran_p_valor,0.097
