"Modelo","R2_Efron","R2_correlacion","AIC_condicional_aprox","DIC","WAIC","LPML","ROC_AUC_presencia","Moran_I_residuos","Moran_p_valor","Size_NB"
"Binomial negativa ICAR",0.716760451890314,0.774651155073555,783.86866282024,770.15594493051,795.004401688596,-564.739926659995,0.958677685950413,-0.0759587124322783,0.895,5.17313516223022
